LabelId,ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue
103,103,117,101,115,116,115,0,0,0,0,0,0,5246.153846153846,-8646629809499144176
103,101,120,99,101,101,100,115,0,0,0,0,0,5830.7692307692305,105553690886156
103,97,108,108,111,119,97,98,108,101,0,0,0,7561.538461538461,306282158190756672
103,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
103,112,101,114,0,0,0,0,0,0,0,0,0,2538.4615384615386,281475513581696
103,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
103,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
103,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
103,114,111,111,109,115,0,0,0,0,0,0,0,4384.615384615385,9011599448739844
103,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
103,103,114,101,97,116,101,114,0,0,0,0,0,5900,-9078975373799849984
103,114,97,116,105,110,103,0,0,0,0,0,0,5076.923076923077,422213673025668
103,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
103,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
103,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
103,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
103,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
103,115,101,108,101,99,116,101,100,0,0,0,0,6684.615384615385,4611695933663477760
103,108,111,110,103,101,114,0,0,0,0,0,0,5092.307692307692,2305847957687111680
103,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
103,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
103,99,104,111,111,115,101,0,0,0,0,0,0,5046.153846153846,290340460298248
103,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
103,101,114,114,111,114,97,116,108,97,110,116,105,24061.53846153846,541875615345864227
103,115,101,115,115,105,111,110,0,0,0,0,0,6100,4683752408573018176
103,101,120,112,105,114,101,100,0,0,0,0,0,5953.846153846153,5773649907198492672
103,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
103,115,111,108,117,116,105,111,110,115,0,0,0,8030.7692307692305,36319136841728294
103,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
103,99,114,105,116,101,114,105,97,0,0,0,0,6761.538461538461,649098905795035136
103,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
103,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
103,120,109,108,0,0,0,0,0,0,0,0,0,2615.3846153846152,72057594608353280
103,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
103,115,116,114,117,99,116,117,114,101,0,0,0,8038.461538461538,-9115275750123495424
103,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
103,120,109,108,0,0,0,0,0,0,0,0,0,2615.3846153846152,72057594608353280
103,119,101,108,108,0,0,0,0,0,0,0,0,3400,288230376151744576
103,102,111,114,109,101,100,0,0,0,0,0,0,5015.384615384615,9354442967040
103,97,110,100,111,114,0,0,0,0,0,0,0,4169.2307692307695,-9223372035512073728
103,116,97,103,115,0,0,0,0,0,0,0,0,3361.5384615384614,2305847407261253634
103,99,111,114,114,101,99,116,108,121,0,0,0,7838.461538461538,4899916411898954256
103,99,114,101,97,116,101,100,0,0,0,0,0,5761.538461538461,2310909558929948672
103,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
103,108,101,97,115,116,0,0,0,0,0,0,0,4207.692307692308,576742777036083200
103,111,110,101,0,0,0,0,0,0,0,0,0,2500,1179776
103,97,100,117,108,116,0,0,0,0,0,0,0,4215.384615384615,81064793292673537
103,101,118,101,114,121,0,0,0,0,0,0,0,4346.153846153846,4539058879987712
103,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
103,115,117,105,116,101,0,0,0,0,0,0,0,4338.461538461538,-9223363240757542904
103,114,101,115,101,114,118,101,0,0,0,0,0,6038.461538461538,-8646049267433078780
103,111,114,100,101,114,98,121,116,121,112,101,0,9723.076923076922,2450240153839468691
103,113,117,101,114,121,0,0,0,0,0,0,0,4430.7692307692305,1125900074749952
103,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
103,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
103,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
103,112,114,111,100,117,99,116,0,0,0,0,0,6076.923076923077,281475388015136
103,99,117,114,114,101,110,116,108,121,0,0,0,7969.230769230769,9079768231194632
103,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
103,114,101,113,117,101,115,116,101,100,0,0,0,7800,-4611650829756137442
103,112,114,111,100,117,99,116,0,0,0,0,0,6076.923076923077,281475388015136
103,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
103,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
103,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
103,112,114,111,99,101,115,115,101,100,0,0,0,7723.076923076923,18304721140056096
103,100,97,121,115,0,0,0,0,0,0,0,0,3376.9230769230767,4538786146942992
103,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
103,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
103,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
103,115,111,114,116,98,121,116,121,112,101,0,0,9000,2454470666024386630
103,113,117,101,114,121,0,0,0,0,0,0,0,4430.7692307692305,1125900074749952
103,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
103,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
103,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
103,97,99,99,101,112,116,0,0,0,0,0,0,4915.384615384615,288230380447728146
103,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
103,108,111,110,103,101,114,0,0,0,0,0,0,5092.307692307692,2305847957687111680
103,100,97,121,115,0,0,0,0,0,0,0,0,3376.9230769230767,4538786146942992
103,99,108,105,101,110,116,0,0,0,0,0,0,5030.7692307692305,8804821409792
103,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
103,105,110,99,108,117,100,101,0,0,0,0,0,5853.846153846153,72057594351583232
103,112,111,115,0,0,0,0,0,0,0,0,0,2623.076923076923,36310340715151360
103,105,110,102,111,0,0,0,0,0,0,0,0,3338.4615384615386,274919981056
103,120,109,108,0,0,0,0,0,0,0,0,0,2615.3846153846152,72057594608353280
103,119,101,108,108,0,0,0,0,0,0,0,0,3400,288230376151744576
103,102,111,114,109,101,100,0,0,0,0,0,0,5015.384615384615,9354442967040
103,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
103,98,111,111,107,0,0,0,0,0,0,0,0,3330.7692307692305,1126037446459392
103,114,111,111,109,115,0,0,0,0,0,0,0,4384.615384615385,9011599448739844
103,116,105,109,101,0,0,0,0,0,0,0,0,3361.5384615384614,1099514773536
103,101,120,99,101,101,100,101,100,0,0,0,0,6546.153846153846,-9223266483196919796
103,109,97,120,105,109,117,109,0,0,0,0,0,6053.846153846153,13809870876712960
103,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
103,104,111,116,101,108,115,0,0,0,0,0,0,5153.846153846153,18019932574842882
103,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
103,99,111,109,0,0,0,0,0,0,0,0,0,2476.9230769230767,8725200896
103,116,114,97,118,101,108,110,111,119,0,0,0,7923.076923076923,77314687296
103,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
103,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
103,109,101,114,99,104,97,110,116,0,0,0,0,6753.846153846153,154248579312058368
103,116,114,97,110,115,108,97,116,111,114,0,0,8792.307692307691,5766859322853197312
103,116,114,97,110,115,108,97,116,111,114,0,0,8792.307692307691,5766859322853197312
103,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
103,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
103,100,101,116,97,105,108,0,0,0,0,0,0,4938.461538461538,9007199254741554
103,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
103,116,104,114,101,119,0,0,0,0,0,0,0,4338.461538461538,2251869876387840
103,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
103,113,117,101,114,121,0,0,0,0,0,0,0,4430.7692307692305,1125900074749952
103,112,114,111,112,105,100,0,0,0,0,0,0,5146.153846153846,2310628083818102816
103,99,111,109,116,114,97,118,101,108,110,111,119,10607.692307692307,-9223372023293468032
103,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
103,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
103,109,101,114,99,104,97,110,116,0,0,0,0,6753.846153846153,154248579312058368
103,116,114,97,110,115,108,97,116,111,114,0,0,8792.307692307691,5766859322853197312
103,116,114,97,110,115,108,97,116,111,114,0,0,8792.307692307691,5766859322853197312
103,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
103,114,97,116,101,100,101,116,97,105,108,0,0,8461.538461538461,3377699867328708
103,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
103,116,104,114,101,119,0,0,0,0,0,0,0,4338.461538461538,2251869876387840
103,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
103,100,97,121,115,0,0,0,0,0,0,0,0,3376.9230769230767,4538786146942992
103,97,100,118,97,110,99,101,0,0,0,0,0,5715.384615384615,585472420471637504
103,109,97,120,105,109,117,109,0,0,0,0,0,6053.846153846153,13809870876712960
103,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
103,115,101,97,114,99,104,101,100,0,0,0,0,6607.692307692308,5224184639794454528
103,101,114,114,111,114,115,115,117,112,112,108,105,25476.923076923074,4730374109057917473
103,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
103,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
103,109,121,115,116,105,113,117,101,114,97,116,101,19169.23076923077,694205348294436876
103,109,121,115,116,105,113,117,101,114,97,116,101,20176.923076923078,5308292693468907528
103,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
103,97,114,114,105,118,97,108,0,0,0,0,0,5953.846153846153,2263071955354113
103,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
103,112,114,105,111,114,0,0,0,0,0,0,0,4353.846153846153,5767140797824892928
103,116,111,100,97,121,115,0,0,0,0,0,0,5192.307692307692,4614078557877964800
103,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
103,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
103,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
103,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
103,116,105,109,101,115,116,97,114,116,0,0,0,7884.615384615385,1127008552618016
103,116,105,109,101,101,110,100,0,0,0,0,0,5869.230769230769,288512950643212320
103,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
103,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
103,121,109,100,0,0,0,0,0,0,0,0,0,2561.5384615384614,17600775979264
103,121,109,100,0,0,0,0,0,0,0,0,0,2561.5384615384614,17600775979264
206,97,103,101,110,116,97,116,116,101,110,116,105,12307.692307692307,218425278806921736
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,105,114,101,115,0,0,0,0,6984.615384615385,-4296434044511452916
206,97,103,101,110,116,0,0,0,0,0,0,0,4130.7692307692305,146367126402236928
206,99,111,110,102,105,114,109,0,0,0,0,0,5930.7692307692305,36068379572835328
206,97,103,101,110,116,0,0,0,0,0,0,0,4130.7692307692305,146367126402236928
206,119,97,105,116,105,110,103,0,0,0,0,0,5969.230769230769,578717019956871168
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,99,111,110,102,105,114,109,97,116,105,111,110,10423.076923076922,36068937922810888
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,97,108,114,101,97,100,121,98,111,111,107,101,11107.692307692307,6378258173815425744
206,97,100,100,105,116,105,111,110,97,108,0,0,8415.384615384615,153126854096658960
206,97,103,101,110,116,0,0,0,0,0,0,0,4130.7692307692305,146367126402236928
206,97,116,116,101,110,116,105,111,110,0,0,0,7830.7692307692305,824939905828
206,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,97,103,101,110,116,0,0,0,0,0,0,0,4130.7692307692305,146367126402236928
206,119,97,105,116,105,110,103,0,0,0,0,0,5969.230769230769,578717019956871168
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,99,111,110,102,105,114,109,97,116,105,111,110,10423.076923076922,36068937922810888
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,97,108,116,101,114,110,97,116,101,0,0,0,7661.538461538461,35459250127634
206,112,104,111,110,101,0,0,0,0,0,0,0,4215.384615384615,281474993525248
206,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
206,110,117,109,101,114,105,99,0,0,0,0,0,5969.230769230769,5188146810459783680
206,105,110,99,108,117,100,101,0,0,0,0,0,5853.846153846153,72057594351583232
206,97,114,101,97,0,0,0,0,0,0,0,0,3192.3076923076924,-9221120237041089984
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,118,97,108,105,100,97,116,101,100,0,0,0,7523.076923076923,18023523167764480
206,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
206,102,105,114,115,116,0,0,0,0,0,0,0,4323.076923076923,35184384689152
206,108,97,115,116,0,0,0,0,0,0,0,0,3400,27021597764489216
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,111,110,101,0,0,0,0,0,0,0,0,0,2500,1179776
206,97,100,117,108,116,0,0,0,0,0,0,0,4215.384615384615,81064793292673537
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
206,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,118,97,108,105,100,97,116,101,100,0,0,0,7523.076923076923,18023523167764480
206,108,97,115,116,0,0,0,0,0,0,0,0,3400,27021597764489216
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,99,111,110,116,97,105,110,115,0,0,0,0,6853.846153846153,4611756937062712320
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,105,110,115,117,102,102,105,99,105,101,110,116,10407.692307692307,1550448876193808
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,118,97,108,105,100,97,116,101,100,0,0,0,7523.076923076923,18023523167764480
206,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
206,101,109,97,105,108,0,0,0,0,0,0,0,4076.9230769230767,52780853101057
206,97,100,100,114,101,115,115,0,0,0,0,0,5869.230769230769,153157571706896904
206,114,101,115,111,108,118,101,100,0,0,0,0,6892.307692307692,-8646752950581985258
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,118,97,108,105,100,97,116,101,100,0,0,0,7523.076923076923,18023523167764480
206,102,105,114,115,116,0,0,0,0,0,0,0,4323.076923076923,35184384689152
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,99,111,110,116,97,105,110,115,0,0,0,0,6853.846153846153,4611756937062712320
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,105,110,115,117,102,102,105,99,105,101,110,116,10407.692307692307,1550448876193808
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
206,102,111,114,109,97,116,0,0,0,0,0,0,5107.692307692308,2251808407848960
206,101,120,105,115,116,0,0,0,0,0,0,0,4361.538461538461,-9223336851944767480
206,100,117,112,108,105,99,97,116,101,0,0,0,7623.076923076923,1266637433082032
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
206,117,110,109,97,114,115,104,97,108,105,110,103,10423.076923076922,6953558099676924976
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,117,115,105,110,103,0,0,0,0,0,0,0,4307.692307692308,6917671964152692736
206,102,97,115,116,0,0,0,0,0,0,0,0,3353.846153846154,1099784290304
206,105,110,102,111,0,0,0,0,0,0,0,0,3338.4615384615386,274919981056
206,115,101,116,0,0,0,0,0,0,0,0,0,2576.9230769230767,4611694814587518976
206,99,111,109,0,0,0,0,0,0,0,0,0,2476.9230769230767,8725200896
206,101,120,112,101,100,105,97,0,0,0,0,0,5823.076923076923,9042384164814896
206,101,101,115,108,101,103,97,99,121,0,0,0,7553.846153846153,38386167128797568
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,115,101,114,118,105,99,101,108,101,103,97,99,11230.76923076923,5188177565731389472
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,101,120,99,101,112,116,105,111,110,115,116,110,21507.69230769231,-9168492754521535976
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,99,111,109,0,0,0,0,0,0,0,0,0,2476.9230769230767,8725200896
206,101,120,112,101,100,105,97,0,0,0,0,0,5823.076923076923,9042384164814896
206,101,101,115,108,101,103,97,99,121,0,0,0,7553.846153846153,38386167128797568
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
206,108,101,103,97,99,121,0,0,0,0,0,0,4953.846153846153,35461666050048
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,101,120,99,101,112,116,105,111,110,115,0,0,8730.76923076923,-9187211297903590904
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,116,110,111,119,101,114,114,111,114,97,116,116,11776.923076923076,2295231060935816
206,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
206,118,97,108,105,100,97,116,101,0,0,0,0,6692.307692307692,18023505987895296
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,102,105,110,97,108,0,0,0,0,0,0,0,4092.3076923076924,8602521601
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,112,114,105,99,101,0,0,0,0,0,0,0,4161.538461538461,2308376284004417536
206,99,104,101,99,107,0,0,0,0,0,0,0,4000,4611694952093581312
206,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
