ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue,Word,Category
101,120,99,101,101,100,115,0,0,0,0,0,0.004004788763684386,exceeds,availability_error
97,108,108,111,119,97,98,108,101,0,0,0,0.004008425677004787,allowable,availability_error
110,117,109,98,101,114,0,0,0,0,0,0,0.0040057629820366624,number,availability_error
112,101,114,0,0,0,0,0,0,0,0,0,0.004002008228840125,per,availability_error
104,111,116,101,108,0,0,0,0,0,0,0,0.003998501213691087,hotel,availability_error
114,111,111,109,0,0,0,0,0,0,0,0,0.003994438504413014,room,availability_error
110,117,109,98,101,114,0,0,0,0,0,0,0.003991833788813831,number,availability_error
114,111,111,109,115,0,0,0,0,0,0,0,0.003988049485003196,rooms,availability_error
114,101,113,117,101,115,116,0,0,0,0,0,0.003986562511342418,request,availability_error
103,114,101,97,116,101,114,0,0,0,0,0,0.003985581543088509,greater,availability_error
114,97,116,105,110,103,0,0,0,0,0,0,0.003983092310530411,rating,availability_error
99,111,100,101,0,0,0,0,0,0,0,0,0.0039796608812283545,code,availability_error
105,110,118,97,108,105,100,0,0,0,0,0,0.003978755169495585,invalid,availability_error
114,111,111,109,0,0,0,0,0,0,0,0,0.0039748080317828435,room,availability_error
116,121,112,101,0,0,0,0,0,0,0,0,0.003970795893445981,type,availability_error
114,97,116,101,0,0,0,0,0,0,0,0,0.003967144632710032,rate,availability_error
115,101,108,101,99,116,101,100,0,0,0,0,0.003968346314589666,selected,availability_error
108,111,110,103,101,114,0,0,0,0,0,0,0.003965908597460119,longer,availability_error
97,118,97,105,108,97,98,108,101,0,0,0,0.003969824738051037,available,availability_error
112,108,101,97,115,101,0,0,0,0,0,0,0.003967600693654319,please,availability_error
99,104,111,111,115,101,0,0,0,0,0,0,0.0039652790551144125,choose,availability_error
97,110,111,116,104,101,114,0,0,0,0,0,0.003964280697373145,another,availability_error
101,114,114,111,114,97,116,108,97,110,116,105,0.0040844684439881275,erroratlantispricemismatch,availability_error
115,101,115,115,105,111,110,0,0,0,0,0,0.00408283978125926,session,availability_error
101,120,112,105,114,101,100,0,0,0,0,0,0.004081518318982057,expired,availability_error
104,111,116,101,108,0,0,0,0,0,0,0,0.004078056551174831,hotel,availability_error
115,111,108,117,116,105,111,110,115,0,0,0,0.004080228264518295,solutions,availability_error
102,111,117,110,100,0,0,0,0,0,0,0,0.0040767895482161625,found,availability_error
99,114,105,116,101,114,105,97,0,0,0,0,0.004077437078579207,criteria,availability_error
115,112,101,99,105,102,105,101,100,0,0,0,0.004080640343613768,specified,availability_error
101,114,114,111,114,0,0,0,0,0,0,0,0.004077015661964179,error,availability_error
120,109,108,0,0,0,0,0,0,0,0,0,0.004073307859850626,xml,availability_error
114,101,113,117,101,115,116,0,0,0,0,0,0.004071673598821722,request,availability_error
115,116,114,117,99,116,117,114,101,0,0,0,0.004073813445126516,structure,availability_error
99,111,114,114,101,99,116,0,0,0,0,0,0.004072538202557537,correct,availability_error
120,109,108,0,0,0,0,0,0,0,0,0,0.004068875791702548,xml,availability_error
119,101,108,108,0,0,0,0,0,0,0,0,0.004065176208748469,well,availability_error
102,111,114,109,101,100,0,0,0,0,0,0,0.00406280168124638,formed,availability_error
97,110,100,111,114,0,0,0,0,0,0,0,0.004059609569548203,andor,availability_error
116,97,103,115,0,0,0,0,0,0,0,0,0.004056021932242394,tags,availability_error
99,111,114,114,101,99,116,108,121,0,0,0,0.004058576326169499,correctly,availability_error
99,114,101,97,116,101,100,0,0,0,0,0,0.004057750424635476,created,availability_error
109,117,115,116,0,0,0,0,0,0,0,0,0.0040538070507056215,must,availability_error
108,101,97,115,116,0,0,0,0,0,0,0,0.0040505948892275235,least,availability_error
111,110,101,0,0,0,0,0,0,0,0,0,0.0040472496835142,one,availability_error
97,100,117,108,116,0,0,0,0,0,0,0,0.004044045688912259,adult,availability_error
101,118,101,114,121,0,0,0,0,0,0,0,0.004040603920453924,every,availability_error
114,111,111,109,0,0,0,0,0,0,0,0,0.0040368998588331175,room,availability_error
115,117,105,116,101,0,0,0,0,0,0,0,0.004033499633268702,suite,availability_error
114,101,115,101,114,118,101,0,0,0,0,0,0.0040322265271390805,reserve,availability_error
111,114,100,101,114,98,121,116,121,112,101,0,0.004040428439067125,orderbytype,availability_error
113,117,101,114,121,0,0,0,0,0,0,0,0.004036877799564662,query,availability_error
118,97,108,105,100,0,0,0,0,0,0,0,0.004033891975164558,valid,availability_error
112,108,101,97,115,101,0,0,0,0,0,0,0.004031715435299007,please,availability_error
116,114,121,0,0,0,0,0,0,0,0,0,0.004028047148408705,try,availability_error
112,114,111,100,117,99,116,0,0,0,0,0,0.004026735468031275,product,availability_error
99,117,114,114,101,110,116,108,121,0,0,0,0.004029058376329442,currently,availability_error
97,118,97,105,108,97,98,108,101,0,0,0,0.004032379251194374,available,availability_error
114,101,113,117,101,115,116,101,100,0,0,0,0.004034979903508586,requested,availability_error
112,114,111,100,117,99,116,0,0,0,0,0,0.00403366642832235,product,availability_error
97,118,97,105,108,97,98,108,101,0,0,0,0.004036941074036625,available,availability_error
114,101,115,101,114,118,97,116,105,111,110,0,0.004044973674458281,reservation,availability_error
99,97,110,0,0,0,0,0,0,0,0,0,0.004042012991548509,can,availability_error
112,114,111,99,101,115,115,101,100,0,0,0,0.004044683754020076,processed,availability_error
100,97,121,115,0,0,0,0,0,0,0,0,0.004041307981830883,days,availability_error
99,111,114,114,101,99,116,0,0,0,0,0,0.004040208669127714,correct,availability_error
105,110,102,111,114,109,97,116,105,111,110,0,0.0040482938364085124,information,availability_error
116,114,121,0,0,0,0,0,0,0,0,0,0.004044739273745329,try,availability_error
115,111,114,116,98,121,116,121,112,101,0,0,0.0040492030182613745,sortbytype,availability_error
113,117,101,114,121,0,0,0,0,0,0,0,0.004045803096730848,query,availability_error
118,97,108,105,100,0,0,0,0,0,0,0,0.004042941951378077,valid,availability_error
112,108,101,97,115,101,0,0,0,0,0,0,0.004040848239435417,please,availability_error
116,114,121,0,0,0,0,0,0,0,0,0,0.0040373414268176245,try,availability_error
97,99,99,101,112,116,0,0,0,0,0,0,0.004035404132523889,accept,availability_error
114,101,115,101,114,118,97,116,105,111,110,0,0.0040431971152216795,reservation,availability_error
108,111,110,103,101,114,0,0,0,0,0,0,0.00404094510555843,longer,availability_error
100,97,121,115,0,0,0,0,0,0,0,0,0.004037670608416119,days,availability_error
99,108,105,101,110,116,0,0,0,0,0,0,0.004035547618646495,client,availability_error
114,101,113,117,101,115,116,0,0,0,0,0,0.004034184472479685,request,availability_error
105,110,99,108,117,100,101,0,0,0,0,0,0.004033328640102983,include,availability_error
112,111,115,0,0,0,0,0,0,0,0,0,0.00403006964907581,pos,availability_error
105,110,102,111,0,0,0,0,0,0,0,0,0.004026910267898939,info,availability_error
120,109,108,0,0,0,0,0,0,0,0,0,0.0040236802992602,xml,availability_error
119,101,108,108,0,0,0,0,0,0,0,0,0.00402043082833902,well,availability_error
102,111,114,109,101,100,0,0,0,0,0,0,0.00401839735355001,formed,availability_error
99,97,110,0,0,0,0,0,0,0,0,0,0.004015605883291665,can,availability_error
98,111,111,107,0,0,0,0,0,0,0,0,0.004012502863441242,book,availability_error
114,111,111,109,115,0,0,0,0,0,0,0,0.004009364716954247,rooms,availability_error
116,105,109,101,0,0,0,0,0,0,0,0,0.00400622762258357,time,availability_error
101,120,99,101,101,100,101,100,0,0,0,0,0.004007359128784754,exceeded,availability_error
109,97,120,105,109,117,109,0,0,0,0,0,0.004006241132884121,maximum,availability_error
110,117,109,98,101,114,0,0,0,0,0,0,0.0040041058993561945,number,availability_error
104,111,116,101,108,115,0,0,0,0,0,0,0.004001901047214802,hotels,availability_error
114,101,113,117,101,115,116,0,0,0,0,0,0.004000660406967621,request,availability_error
99,111,109,0,0,0,0,0,0,0,0,0,0.003997766100244619,com,availability_error
116,114,97,118,101,108,110,111,119,0,0,0,0.004000065107345736,travelnow,availability_error
115,117,112,112,108,105,101,114,0,0,0,0,0.004000402507230523,supplier,availability_error
104,111,116,101,108,0,0,0,0,0,0,0,0.0039976151051978395,hotel,availability_error
109,101,114,99,104,97,110,116,0,0,0,0,0.003998397202860477,merchant,availability_error
116,114,97,110,115,108,97,116,111,114,0,0,0.004003097660010884,translator,availability_error
116,114,97,110,115,108,97,116,111,114,0,0,0.004007764996550673,translator,availability_error
101,120,99,101,112,116,105,111,110,0,0,0,0.004010235741931357,exception,availability_error
114,97,116,101,0,0,0,0,0,0,0,0,0.00400724466392809,rate,availability_error
100,101,116,97,105,108,0,0,0,0,0,0,0.004005451328562093,detail,availability_error
115,101,114,118,105,99,101,0,0,0,0,0,0.004004541435831547,service,availability_error
116,104,114,101,119,0,0,0,0,0,0,0,0.0040016254381063645,threw,availability_error
101,120,99,101,112,116,105,111,110,0,0,0,0.0040040890346143745,exception,availability_error
113,117,101,114,121,0,0,0,0,0,0,0,0.0040010362268705,query,availability_error
112,114,111,112,105,100,0,0,0,0,0,0,0.0039989343825566626,propid,availability_error
99,111,109,116,114,97,118,101,108,110,111,119,0.0040093877551020405,comtravelnow,availability_error
115,117,112,112,108,105,101,114,0,0,0,0,0.0040096873982416155,supplier,availability_error
104,111,116,101,108,0,0,0,0,0,0,0,0.004006982908440755,hotel,availability_error
109,101,114,99,104,97,110,116,0,0,0,0,0.004007712595160456,merchant,availability_error
116,114,97,110,115,108,97,116,111,114,0,0,0.004012216036188299,translator,availability_error
116,114,97,110,115,108,97,116,111,114,0,0,0.004016688856550144,translator,availability_error
101,120,99,101,112,116,105,111,110,0,0,0,0.00401904644306904,exception,availability_error
114,97,116,101,100,101,116,97,105,108,0,0,0.004024,ratedetail,availability_error
115,101,114,118,105,99,101,0,0,0,0,0,0.004023078835805043,service,availability_error
116,104,114,101,119,0,0,0,0,0,0,0,0.004020232480455522,threw,availability_error
101,120,99,101,112,116,105,111,110,0,0,0,0.004022555472039403,exception,availability_error
100,97,121,115,0,0,0,0,0,0,0,0,0.004019620707016768,days,availability_error
97,100,118,97,110,99,101,0,0,0,0,0,0.0040190965086150466,advance,availability_error
109,97,120,105,109,117,109,0,0,0,0,0,0.004018037502695905,maximum,availability_error
99,97,110,0,0,0,0,0,0,0,0,0,0.004015489713482788,can,availability_error
115,101,97,114,99,104,101,100,0,0,0,0,0.00401640733789429,searched,availability_error
101,114,114,111,114,115,115,117,112,112,108,105,0.004117629410052775,errorssupplierhotelnolonger,availability_error
101,114,114,111,114,0,0,0,0,0,0,0,0.004114690509352863,error,availability_error
115,117,112,112,108,105,101,114,0,0,0,0,0.004114698317196383,supplier,availability_error
109,121,115,116,105,113,117,101,114,97,116,101,0.004167841173101973,mystiqueratebreakdown,availability_error
109,121,115,116,105,113,117,101,114,97,116,101,0.004226944754620477,mystiqueratevalidation,availability_error
115,112,101,99,105,102,105,101,100,0,0,0,0.00422902104579657,specified,availability_error
97,114,114,105,118,97,108,0,0,0,0,0,0.0042276887536425636,arrival,availability_error
100,97,116,101,0,0,0,0,0,0,0,0,0.004224847739517452,date,availability_error
112,114,105,111,114,0,0,0,0,0,0,0,0.004221781124662356,prior,availability_error
116,111,100,97,121,115,0,0,0,0,0,0,0.0042193408337612625,todays,availability_error
100,97,116,101,0,0,0,0,0,0,0,0,0.004216523386274224,date,availability_error
99,111,114,114,101,99,116,0,0,0,0,0,0.004215217037312739,correct,availability_error
105,110,102,111,114,109,97,116,105,111,110,0,0.004221400545938208,information,availability_error
116,114,121,0,0,0,0,0,0,0,0,0,0.004218240240848761,try,availability_error
116,105,109,101,115,116,97,114,116,0,0,0,0.0042197070726314395,timestart,availability_error
116,105,109,101,101,110,100,0,0,0,0,0,0.004218551973638731,timeend,availability_error
118,97,108,105,100,0,0,0,0,0,0,0,0.00421588477555622,valid,availability_error
100,97,116,101,0,0,0,0,0,0,0,0,0.0042131116460510515,date,availability_error
121,109,100,0,0,0,0,0,0,0,0,0,0.00421024083937919,ymd,availability_error
121,109,100,0,0,0,0,0,0,0,0,0,0.004207375465195626,ymd,availability_error
97,103,101,110,116,97,116,116,101,110,116,105,0.004223022835560555,agentattention,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.004228923237996068,reservation,booking_error
114,101,113,117,105,114,101,115,0,0,0,0,0.004228692081312488,requires,booking_error
97,103,101,110,116,0,0,0,0,0,0,0,0.0042260609357997825,agent,booking_error
99,111,110,102,105,114,109,0,0,0,0,0,0.004224818038377361,confirm,booking_error
97,103,101,110,116,0,0,0,0,0,0,0,0.004222202144149893,agent,booking_error
119,97,105,116,105,110,103,0,0,0,0,0,0.004220912410404364,waiting,booking_error
115,117,112,112,108,105,101,114,0,0,0,0,0.004220655851966769,supplier,booking_error
99,111,110,102,105,114,109,97,116,105,111,110,0.0042294476912694175,confirmation,booking_error
110,117,109,98,101,114,0,0,0,0,0,0,0.00422722571628232,number,booking_error
97,108,114,101,97,100,121,98,111,111,107,101,0.0042393822608850626,alreadybooked,booking_error
97,100,100,105,116,105,111,110,97,108,0,0,0.004243277386753294,additional,booking_error
97,103,101,110,116,0,0,0,0,0,0,0,0.004240681800538965,agent,booking_error
97,116,116,101,110,116,105,111,110,0,0,0,0.004242107533303472,attention,booking_error
114,101,113,117,105,114,101,100,0,0,0,0,0.004242026375093438,required,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.004247665234328821,reservation,booking_error
97,103,101,110,116,0,0,0,0,0,0,0,0.004245088780787772,agent,booking_error
119,97,105,116,105,110,103,0,0,0,0,0,0.004243787377781675,waiting,booking_error
115,117,112,112,108,105,101,114,0,0,0,0,0.00424348263356536,supplier,booking_error
99,111,110,102,105,114,109,97,116,105,111,110,0.004251952635649626,confirmation,booking_error
110,117,109,98,101,114,0,0,0,0,0,0,0.004249751933558972,number,booking_error
97,108,116,101,114,110,97,116,101,0,0,0,0.0042513794552676894,alternate,booking_error
112,104,111,110,101,0,0,0,0,0,0,0,0.004248706486924079,phone,booking_error
109,117,115,116,0,0,0,0,0,0,0,0,0.004245565170362358,must,booking_error
110,117,109,101,114,105,99,0,0,0,0,0,0.004244282225310683,numeric,booking_error
105,110,99,108,117,100,101,0,0,0,0,0,0.004243175911337347,include,booking_error
97,114,101,97,0,0,0,0,0,0,0,0,0.004240605427974948,area,booking_error
99,111,100,101,0,0,0,0,0,0,0,0,0.004238017817072679,code,booking_error
100,97,116,97,0,0,0,0,0,0,0,0,0.004235447285417086,data,booking_error
114,101,113,117,101,115,116,0,0,0,0,0,0.004233944634638978,request,booking_error
118,97,108,105,100,97,116,101,100,0,0,0,0.004235792691399194,validated,booking_error
118,97,108,105,100,0,0,0,0,0,0,0,0.004233293842656335,valid,booking_error
102,105,114,115,116,0,0,0,0,0,0,0,0.0042305314874615,first,booking_error
108,97,115,116,0,0,0,0,0,0,0,0,0.00422769853097722,last,booking_error
110,97,109,101,0,0,0,0,0,0,0,0,0.004225085531544991,name,booking_error
111,110,101,0,0,0,0,0,0,0,0,0,0.004222507895107291,one,booking_error
97,100,117,108,116,0,0,0,0,0,0,0,0.004219930669934251,adult,booking_error
103,117,101,115,116,0,0,0,0,0,0,0,0.004217204420679628,guest,booking_error
109,117,115,116,0,0,0,0,0,0,0,0,0.004214169704215889,must,booking_error
115,112,101,99,105,102,105,101,100,0,0,0,0.004216066028824284,specified,booking_error
114,111,111,109,0,0,0,0,0,0,0,0,0.004213177099393566,room,booking_error
100,97,116,97,0,0,0,0,0,0,0,0,0.004210682890999129,data,booking_error
114,101,113,117,101,115,116,0,0,0,0,0,0.004209259677682086,request,booking_error
118,97,108,105,100,97,116,101,100,0,0,0,0.004211133242478247,validated,booking_error
108,97,115,116,0,0,0,0,0,0,0,0,0.00420836867401753,last,booking_error
110,97,109,101,0,0,0,0,0,0,0,0,0.004205819362835469,name,booking_error
99,111,110,116,97,105,110,115,0,0,0,0,0.0042058464396414075,contains,booking_error
105,110,118,97,108,105,100,0,0,0,0,0,0.004204817990776498,invalid,booking_error
105,110,115,117,102,102,105,99,105,101,110,116,0.004213041063466439,insufficient,booking_error
100,97,116,97,0,0,0,0,0,0,0,0,0.004210584989992637,data,booking_error
100,97,116,97,0,0,0,0,0,0,0,0,0.004208134132381658,data,booking_error
114,101,113,117,101,115,116,0,0,0,0,0,0.00420673915684293,request,booking_error
118,97,108,105,100,97,116,101,100,0,0,0,0.0042085884825123435,validated,booking_error
115,112,101,99,105,102,105,101,100,0,0,0,0.004210450506063763,specified,booking_error
101,109,97,105,108,0,0,0,0,0,0,0,0.004208165833986206,email,booking_error
97,100,100,114,101,115,115,0,0,0,0,0,0.004207159649990898,address,booking_error
114,101,115,111,108,118,101,100,0,0,0,0,0.004207129427113311,resolved,booking_error
